PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,FreeAcc_E,FreeAcc_N,FreeAcc_U,AccHR_X,AccHR_Y,AccHR_Z,Gyr_X,Gyr_Y,Gyr_Z,GyrHR_X,GyrHR_Y,GyrHR_Z,Mag_X,Mag_Y,Mag_Z,VelInc_X,VelInc_Y,VelInc_Z,OriInc_q0,OriInc_q1,OriInc_q2,OriInc_q3,Pressure,Quat_q0,Quat_q1,Quat_q2,Quat_q3,Roll,Pitch,Yaw,Mat[1][1],Mat[2][1],Mat[3][1],Mat[1][2],Mat[2][2],Mat[3][2],Mat[1][3],Mat[2][3],Mat[3][3],Latitude,Longitude,Altitude,Vel_E,Vel_N,Vel_U,Temperature,GyrTemp_X,GyrTemp_Y,GyrTemp_Z
46745,1268564,0.374177,-0.480209,8.815929,0.364195,-0.656418,-0.982738,,,,0.016915,-0.025058,0.001148,,,,,,,0.000934,-0.001201,0.02204,1,0.000021,-0.000031,0.000001,,0.99995,0.009979,-0.000535,0.000006,1.143536,-0.061307,0.000032,1,0.000001,0.00107,-0.000022,0.999801,0.019957,-0.00107,-0.019957,0.9998,,,,,,,30.6,,,
46746,1268589,0.313665,0.493356,9.457213,0.302465,0.303635,-0.32215,,,,0.019111,-0.022124,0.002579,,,,,,,0.000783,0.001232,0.023643,1,0.000024,-0.000028,0.000003,,0.99995,0.010002,-0.000563,0.000008,1.146219,-0.064543,0.00027,1,0.000005,0.001126,-0.000027,0.9998,0.020004,-0.001126,-0.020004,0.999799,,,,,,,30.6,,,
46747,1268614,0.697796,-0.616348,9.555084,0.685948,-0.808036,-0.246072,,,,0.014084,-0.022331,-0.00499,,,,-0.189172,-0.210603,0.385768,0.001743,-0.001542,0.023888,1,0.000018,-0.000028,-0.000006,100252,0.99995,0.01002,-0.000592,0.000001,1.148183,-0.067787,-0.000577,1,-0.00001,0.001183,-0.000014,0.999799,0.020038,-0.001183,-0.020038,0.999799,,,,,,,30.59,,,
46748,1268639,1.060014,-0.224998,10.164954,1.047625,-0.430441,0.371896,,,,0.036249,-0.006907,0.006587,,,,,,,0.00265,-0.000565,0.025412,1,0.000045,-0.000009,0.000008,,0.999949,0.010064,-0.000601,0.000008,1.15332,-0.068855,0.000278,0.999999,0.000005,0.001202,-0.000029,0.999798,0.020128,-0.001201,-0.020128,0.999797,,,,,,,30.59,,,
46749,1268664,0.252673,0.048645,10.434474,0.23959,-0.163381,0.645897,,,,0.039002,-0.009888,0.01296,,,,,,,0.000631,0.000119,0.026086,1,0.000049,-0.000012,0.000016,,0.999949,0.010112,-0.000614,0.000024,1.15882,-0.070391,0.002061,0.999999,0.000036,0.001229,-0.000061,0.999796,0.020224,-0.001228,-0.020224,0.999795,,,,,,,30.59,,,
46750,1268689,1.027268,1.491375,10.417919,1.014047,1.278386,0.659766,,,,0.040471,-0.004308,0.013066,,,,,,,0.002568,0.003726,0.026045,1,0.000051,-0.000005,0.000016,,0.999948,0.010163,-0.00062,0.00004,1.16456,-0.071106,0.003852,0.999999,0.000067,0.001241,-0.000092,0.999794,0.020324,-0.001239,-0.020324,0.999793,,,,,,,30.59,,,
46751,1268714,0.552235,2.052251,10.121474,0.539797,1.845711,0.374116,,,,0.009901,0.009196,0.014734,,,,-0.190554,-0.215034,0.389239,0.001381,0.00513,0.025304,1,0.000012,0.000011,0.000018,100250,0.999948,0.010174,-0.000609,0.000058,1.165922,-0.069892,0.00592,0.999999,0.000103,0.00122,-0.000128,0.999793,0.020348,-0.001217,-0.020348,0.999792,,,,,,,30.59,,,
46752,1268739,0.209632,0.711506,9.454812,0.198507,0.518596,-0.320127,,,,0.009074,0.011411,0.012311,,,,,,,0.000525,0.001778,0.023637,1,0.000011,0.000014,0.000015,,0.999948,0.010185,-0.000596,0.000073,1.167165,-0.068354,0.007649,0.999999,0.000133,0.001193,-0.000158,0.999793,0.020369,-0.00119,-0.02037,0.999792,,,,,,,30.59,,,
46753,1268764,-0.105995,1.666551,9.763866,-0.117291,1.466314,0.008088,,,,0.020614,0.013802,0.007946,,,,,,,-0.000264,0.004165,0.02441,1,0.000026,0.000017,0.00001,,0.999948,0.01021,-0.000579,0.000082,1.170034,-0.066486,0.008763,0.999999,0.000153,0.00116,-0.000177,0.999791,0.02042,-0.001157,-0.02042,0.999791,,,,,,,30.59,,,
46754,1268789,0.120519,2.325763,9.907132,0.108919,2.123657,0.164825,,,,-0.0128,0.007925,0.008807,,,,,,,0.000302,0.005815,0.024768,1,-0.000016,0.00001,0.000011,,0.999948,0.010194,-0.00057,0.000093,1.168145,-0.065436,0.009979,0.999999,0.000174,0.001142,-0.000197,0.999792,0.020387,-0.001138,-0.020387,0.999791,,,,,,,30.59,,,
46755,1268814,-0.753191,0.761346,9.300625,-0.763463,0.572795,-0.47442,,,,-0.028694,0.010545,0.001841,,,,-0.19105,-0.214046,0.387745,-0.001882,0.001905,0.023251,1,-0.000036,0.000013,0.000002,100259,0.999948,0.010158,-0.000558,0.000095,1.16398,-0.063992,0.010206,0.999999,0.000178,0.001117,-0.000201,0.999794,0.020314,-0.001113,-0.020314,0.999793,,,,,,,30.59,,,
46756,1268839,-0.6688,2.182977,9.674616,-0.67952,1.987491,-0.071808,,,,-0.033242,0.011668,0.005733,,,,,,,-0.001671,0.005459,0.024186,1,-0.000042,0.000015,0.000007,,0.999949,0.010115,-0.000544,0.000101,1.159164,-0.062398,0.010993,0.999999,0.000192,0.001089,-0.000214,0.999795,0.02023,-0.001085,-0.02023,0.999795,,,,,,,30.59,,,
46757,1268864,-0.449667,-0.059209,9.658517,-0.460092,-0.251868,-0.132798,,,,-0.057168,0.001439,-0.010499,,,,,,,-0.001124,-0.000145,0.024146,1,-0.000071,0.000002,-0.000013,,0.999949,0.010043,-0.000542,0.000088,1.150899,-0.062244,0.009409,0.999999,0.000164,0.001086,-0.000186,0.999798,0.020086,-0.001083,-0.020086,0.999798,,,,,,,30.59,,,
46758,1268889,-0.736286,-0.044328,9.492537,-0.746001,-0.232738,-0.298694,,,,-0.048101,0.012218,-0.017844,,,,,,,-0.00184,-0.000108,0.023731,1,-0.00006,0.000015,-0.000022,,0.99995,0.009983,-0.000527,0.000065,1.143958,-0.060504,0.006821,0.999999,0.000119,0.001056,-0.00014,0.999801,0.019964,-0.001053,-0.019965,0.9998,,,,,,,30.59,,,
46759,1268914,-0.429446,-2.389406,9.340165,-0.439488,-2.574583,-0.497364,,,,-0.017552,-0.006571,-0.017206,,,,-0.194882,-0.214513,0.390681,-0.001074,-0.005972,0.023351,1,-0.000022,-0.000008,-0.000022,100254,0.99995,0.00996,-0.000536,0.000043,1.141392,-0.061456,0.00427,0.999999,0.000075,0.001073,-0.000096,0.999802,0.01992,-0.001071,-0.01992,0.999801,,,,,,,30.59,,,
46760,1268939,-0.972808,-0.294547,9.983903,-0.983658,-0.493312,0.187272,,,,-0.001268,-0.003049,-0.00857,,,,,,,-0.002432,-0.000736,0.02496,1,-0.000002,-0.000004,-0.000011,,0.99995,0.009958,-0.00054,0.000031,1.141157,-0.061928,0.002966,0.999999,0.000052,0.001081,-0.000073,0.999802,0.019916,-0.00108,-0.019916,0.999801,,,,,,,30.59,,,
46761,1268964,0.924858,-1.176519,9.844599,0.913508,-1.373052,0.032459,,,,0.015133,-0.015132,-0.006072,,,,,,,0.002311,-0.002942,0.024611,1,0.000019,-0.000019,-0.000008,,0.99995,0.009977,-0.00056,0.000023,1.143247,-0.064159,0.001975,0.999999,0.000034,0.00112,-0.000057,0.999801,0.019952,-0.001119,-0.019952,0.9998,,,,,,,30.59,,,
46762,1268989,0.400076,0.626561,9.402319,0.389482,0.438781,-0.374324,,,,0.001656,-0.00082,-0.005905,,,,,,,0.001,0.001566,0.023506,1,0.000002,-0.000001,-0.000007,,0.99995,0.009978,-0.000561,0.000015,1.143431,-0.06432,0.001059,0.999999,0.000018,0.001123,-0.000041,0.999801,0.019955,-0.001122,-0.019955,0.9998,,,,,,,30.59,,,
46763,1269014,0.194508,0.310767,9.182693,0.184447,0.127363,-0.600446,,,,0.0025,0.005823,-0.004189,,,,-0.193476,-0.212057,0.387713,0.000487,0.000777,0.022957,1,0.000003,0.000007,-0.000005,100252,0.99995,0.009981,-0.000554,0.000009,1.143735,-0.063534,0.000408,1,0.000007,0.001109,-0.000029,0.999801,0.019961,-0.001109,-0.019961,0.9998,,,,,,,30.59,,,
46764,1269039,0.325354,-0.374041,10.071048,0.313257,-0.574999,0.27424,,,,0.000294,-0.01799,-0.008199,,,,,,,0.000812,-0.000935,0.025178,1,0,-0.000022,-0.00001,,0.99995,0.009981,-0.000577,-0.000002,1.143724,-0.066147,-0.000886,1,-0.000015,0.001154,-0.000008,0.999801,0.01996,-0.001155,-0.01996,0.9998,,,,,,,30.59,,,
46765,1269064,1.27255,-0.45302,10.52734,1.260818,-0.663579,0.72986,,,,0.01012,0.008447,0.001591,,,,,,,0.003182,-0.001133,0.026318,1,0.000013,0.000011,0.000002,,0.99995,0.009993,-0.000567,-0.000001,1.145094,-0.065024,-0.000719,1,-0.000013,0.001135,-0.00001,0.9998,0.019984,-0.001135,-0.019984,0.9998,,,,,,,30.59,,,
46766,1269089,0.285898,0.278226,10.117857,0.274895,0.074955,0.33399,,,,0.020903,0.010442,0.017718,,,,,,,0.000715,0.000694,0.025295,1,0.000026,0.000013,0.000022,,0.99995,0.010018,-0.000555,0.000021,1.148031,-0.06364,0.001781,1,0.000031,0.001111,-0.000053,0.999799,0.020036,-0.00111,-0.020036,0.999799,,,,,,,30.59,,,
46767,1269114,-0.150167,0.514561,9.75392,-0.160779,0.318223,-0.025591,,,,0.016785,0.00565,0.005641,,,,-0.197288,-0.214003,0.391645,-0.000375,0.001285,0.024385,1,0.000021,0.000007,0.000007,100248,0.99995,0.010039,-0.000549,0.000028,1.15038,-0.062907,0.002537,1,0.000044,0.001098,-0.000066,0.999799,0.020077,-0.001097,-0.020077,0.999798,,,,,,,30.59,,,
46768,1269139,1.00656,2.046027,9.55694,0.996155,1.852819,-0.190363,,,,0.020704,0.005128,0.001515,,,,,,,0.002517,0.005114,0.023893,1,0.000026,0.000006,0.000002,,0.999949,0.010064,-0.000543,0.000029,1.153291,-0.062237,0.0027,1,0.000047,0.001086,-0.000069,0.999798,0.020127,-0.001085,-0.020127,0.999797,,,,,,,30.59,,,
46769,1269164,0.260251,1.919954,9.089732,0.251394,1.737618,-0.661127,,,,-0.021312,0.025383,-0.000381,,,,,,,0.000652,0.004801,0.022724,1,-0.000027,0.000032,0,,0.99995,0.010037,-0.000512,0.000028,1.150158,-0.058684,0.002658,1,0.000046,0.001024,-0.000067,0.999799,0.020073,-0.001023,-0.020073,0.999798,,,,,,,30.59,,,
46770,1269189,-0.756208,1.526332,8.887863,-0.764672,1.349087,-0.871954,,,,-0.032744,0.015718,-0.006275,,,,,,,-0.00189,0.003818,0.022219,1,-0.000041,0.00002,-0.000008,,0.99995,0.009995,-0.000493,0.00002,1.145414,-0.056475,0.001736,1,0.00003,0.000986,-0.00005,0.9998,0.01999,-0.000985,-0.01999,0.9998,,,,,,,30.59,,,
46771,1269214,-0.786731,0.448244,9.689896,-0.796703,0.256564,-0.091669,,,,-0.043093,-0.008243,-0.005841,,,,-0.194374,-0.216489,0.392179,-0.001967,0.001123,0.024225,1,-0.000054,-0.00001,-0.000007,100245,0.999951,0.009941,-0.000503,0.000012,1.139188,-0.057699,0.000808,1,0.000014,0.001007,-0.000034,0.999802,0.019881,-0.001007,-0.019881,0.999802,,,,,,,30.59,,,
46772,1269239,-0.145776,0.263714,10.203619,-0.155444,0.06268,0.418973,,,,-0.036502,0.012421,0.000752,,,,,,,-0.000364,0.000662,0.025509,1,-0.000046,0.000016,0.000001,,0.999951,0.009895,-0.000488,0.000013,1.133905,-0.055983,0.000883,1,0.000015,0.000977,-0.000035,0.999804,0.019789,-0.000977,-0.019789,0.999804,,,,,,,30.59,,,
46773,1269264,-0.704029,-1.08411,9.738093,-0.713334,-1.275552,-0.073527,,,,-0.020915,0.00479,-0.006846,,,,,,,-0.00176,-0.002709,0.024345,1,-0.000026,0.000006,-0.000009,,0.999951,0.009868,-0.000483,0.000003,1.130834,-0.05536,-0.000207,1,-0.000004,0.000966,-0.000015,0.999805,0.019735,-0.000966,-0.019735,0.999805,,,,,,,30.59,,,
46774,1269289,-0.568782,0.266064,9.422643,-0.577744,0.080906,-0.362213,,,,-0.016767,0.003076,-0.01516,,,,,,,-0.001422,0.000666,0.023557,1,-0.000021,0.000004,-0.000019,,0.999951,0.009847,-0.00048,-0.000017,1.12838,-0.054937,-0.002437,1,-0.000043,0.000959,0.000024,0.999806,0.019693,-0.000959,-0.019693,0.999806,,,,,,,30.59,,,
46775,1269314,-0.806589,-0.222213,9.45772,-0.815747,-0.407158,-0.336943,,,,-0.024571,-0.000969,-0.010718,,,,-0.199629,-0.220421,0.387197,-0.002017,-0.000554,0.023644,1,-0.000031,-0.000001,-0.000013,100250,0.999952,0.009816,-0.000481,-0.000031,1.124808,-0.055106,-0.004043,1,-0.000071,0.000962,0.000052,0.999807,0.01963,-0.000963,-0.01963,0.999807,,,,,,,30.59,,,
46776,1269339,-0.535223,-0.796207,9.805582,-0.545546,-0.987894,-0.000163,,,,-0.011402,-0.015779,-0.010878,,,,,,,-0.001339,-0.00199,0.024514,1,-0.000014,-0.00002,-0.000014,,0.999952,0.009801,-0.000501,-0.000045,1.123122,-0.057395,-0.005713,0.999999,-0.0001,0.001002,0.00008,0.999808,0.019601,-0.001003,-0.019601,0.999807,,,,,,,30.59,,,
46777,1269364,0.653024,-1.199011,9.772514,0.642292,-1.390415,-0.039885,,,,0.000609,-0.015995,-0.003193,,,,,,,0.001632,-0.002998,0.024431,1,0.000001,-0.00002,-0.000004,,0.999952,0.009801,-0.000522,-0.00005,1.123132,-0.059758,-0.006315,0.999999,-0.00011,0.001043,0.00009,0.999808,0.019601,-0.001045,-0.019601,0.999807,,,,,,,30.59,,,
46778,1269389,0.372596,0.216505,9.985656,0.362121,0.020288,0.200646,,,,0.008322,-0.000858,-0.004137,,,,,,,0.000931,0.000541,0.024964,1,0.00001,-0.000001,-0.000005,,0.999952,0.009811,-0.000524,-0.000056,1.12427,-0.059929,-0.006978,0.999999,-0.000122,0.001046,0.000101,0.999807,0.019621,-0.001048,-0.019621,0.999807,,,,,,,30.59,,,
46779,1269414,0.625067,0.337781,9.622046,0.614938,0.148838,-0.160246,,,,-0.000133,-0.00158,-0.010391,,,,-0.195807,-0.218966,0.384752,0.001563,0.000844,0.024055,1,0,-0.000002,-0.000013,100246,0.999952,0.00981,-0.000526,-0.000069,1.124199,-0.060186,-0.008538,0.999999,-0.000149,0.00105,0.000128,0.999807,0.01962,-0.001053,-0.01962,0.999807,,,,,,,30.59,,,
46780,1269439,1.140604,-0.141578,9.383233,1.130711,-0.326648,-0.407908,,,,0.017581,0.000676,-0.003983,,,,,,,0.002852,-0.000355,0.023458,1,0.000022,0.000001,-0.000005,,0.999951,0.009832,-0.000526,-0.000075,1.126663,-0.060139,-0.009175,0.999999,-0.00016,0.00105,0.000139,0.999807,0.019663,-0.001053,-0.019663,0.999806,,,,,,,30.59,,,
46781,1269464,0.484281,1.1614,9.822674,0.474166,0.967854,0.0564,,,,0.002792,0.002217,0.004242,,,,,,,0.001211,0.002903,0.024557,1,0.000003,0.000003,0.000005,,0.999952,0.009835,-0.000524,-0.00007,1.126983,-0.059915,-0.008635,1,-0.000151,0.001046,0.00013,0.999807,0.019668,-0.001048,-0.019668,0.999806,,,,,,,30.59,,,
46782,1269489,0.652197,0.69079,10.017891,0.641948,0.492548,0.242535,,,,0.019988,0.003851,0.002132,,,,,,,0.001631,0.001726,0.025045,1,0.000025,0.000005,0.000003,,0.999951,0.009859,-0.000519,-0.000068,1.129791,-0.05943,-0.008387,1,-0.000146,0.001037,0.000126,0.999806,0.019717,-0.00104,-0.019717,0.999805,,,,,,,30.59,,,
46783,1269514,0.349508,1.021509,10.129762,0.339682,0.821348,0.360565,,,,0.004124,0.012376,0.005396,,,,-0.193878,-0.218971,0.387246,0.000875,0.002554,0.025324,1,0.000005,0.000015,0.000007,100258,0.999951,0.009864,-0.000504,-0.000062,1.130327,-0.057733,-0.007647,1,-0.000133,0.001008,0.000114,0.999805,0.019727,-0.00101,-0.019727,0.999805,,,,,,,30.59,,,
46784,1269539,0.511863,1.990206,10.190076,0.50249,1.788502,0.440148,,,,0.005423,0.015856,0.009633,,,,,,,0.001281,0.004975,0.025475,1,0.000007,0.00002,0.000012,,0.999951,0.00987,-0.000485,-0.00005,1.131048,-0.05555,-0.006291,1,-0.00011,0.00097,0.000091,0.999805,0.019739,-0.000972,-0.019739,0.999805,,,,,,,30.59,,,
46785,1269564,-0.280732,1.413693,9.730208,-0.289136,1.222095,-0.031842,,,,-0.014181,0.019657,0.002071,,,,,,,-0.000701,0.003535,0.024325,1,-0.000018,0.000025,0.000003,,0.999951,0.009852,-0.000461,-0.000048,1.128939,-0.052825,-0.006052,1,-0.000106,0.000922,0.000087,0.999806,0.019702,-0.000924,-0.019702,0.999805,,,,,,,30.59,,,
46786,1269589,-0.293062,2.573532,9.487522,-0.300953,2.388084,-0.252078,,,,-0.040422,0.013702,-0.000975,,,,,,,-0.000732,0.006436,0.023718,1,-0.000051,0.000017,-0.000001,,0.999952,0.009801,-0.000445,-0.00005,1.123094,-0.05092,-0.006221,1,-0.000109,0.000889,0.000091,0.999808,0.0196,-0.000891,-0.0196,0.999807,,,,,,,30.59,,,
46787,1269614,-0.79403,1.122371,9.35836,-0.801467,0.941812,-0.410103,,,,-0.063069,0.016693,-0.005503,,,,-0.195311,-0.219953,0.386246,-0.001984,0.00281,0.023396,1,-0.000079,0.000021,-0.000007,100251,0.999953,0.009721,-0.000424,-0.000057,1.114007,-0.048574,-0.00703,1,-0.000123,0.000848,0.000106,0.999811,0.019442,-0.00085,-0.019442,0.999811,,,,,,,30.6,,,
46788,1269639,-1.027292,-0.06957,9.588896,-1.035387,-0.25331,-0.202789,,,,-0.051506,0.001805,-0.011206,,,,,,,-0.002568,-0.000171,0.023972,1,-0.000064,0.000002,-0.000014,,0.999953,0.009657,-0.000423,-0.000072,1.106576,-0.048345,-0.008698,1,-0.000152,0.000844,0.000135,0.999813,0.019312,-0.000847,-0.019312,0.999813,,,,,,,30.6,,,
46789,1269664,-0.1517,-1.361865,9.702272,-0.160568,-1.547808,-0.11351,,,,-0.023139,-0.00708,-0.014251,,,,,,,-0.00038,-0.003403,0.024256,1,-0.000029,-0.000009,-0.000018,,0.999954,0.009627,-0.000432,-0.000091,1.103191,-0.049403,-0.010879,1,-0.00019,0.000862,0.000173,0.999815,0.019253,-0.000866,-0.019253,0.999815,,,,,,,30.6,,,
46790,1269689,-0.666141,-0.182545,9.731876,-0.673953,-0.368423,-0.061643,,,,-0.026049,0.013936,-0.013211,,,,,,,-0.001665,-0.000455,0.02433,1,-0.000033,0.000017,-0.000017,,0.999954,0.009594,-0.000415,-0.000108,1.099408,-0.047431,-0.012801,1,-0.000223,0.000828,0.000207,0.999816,0.019187,-0.000832,-0.019187,0.999816,,,,,,,30.6,,,
46791,1269714,-0.82069,-1.02128,9.320782,-0.828906,-1.198651,-0.488812,,,,-0.021547,-0.002944,-0.017846,,,,-0.195756,-0.222914,0.38675,-0.002052,-0.002552,0.023302,1,-0.000027,-0.000004,-0.000022,100256,0.999954,0.009567,-0.000419,-0.000131,1.096269,-0.047864,-0.015432,1,-0.000269,0.000835,0.000253,0.999817,0.019132,-0.00084,-0.019132,0.999817,,,,,,,30.59,,,
46792,1269739,-0.095686,-1.277307,9.078312,-0.104311,-1.45033,-0.735533,,,,-0.00843,-0.012702,-0.011411,,,,,,,-0.00024,-0.003193,0.022696,1,-0.000011,-0.000016,-0.000014,,0.999954,0.009556,-0.000435,-0.000146,1.095009,-0.049712,-0.017169,1,-0.0003,0.000868,0.000283,0.999818,0.01911,-0.000873,-0.01911,0.999817,,,,,,,30.59,,,
46793,1269764,0.510195,-0.995374,9.253929,0.501466,-1.172311,-0.554058,,,,0.002953,-0.007161,-0.001919,,,,,,,0.001275,-0.002489,0.023135,1,0.000004,-0.000009,-0.000002,,0.999954,0.009559,-0.000445,-0.000149,1.095357,-0.050814,-0.01757,1,-0.000307,0.000887,0.00029,0.999817,0.019116,-0.000893,-0.019116,0.999817,,,,,,,30.59,,,
46794,1269789,0.16908,-0.72127,9.465757,0.159936,-0.902633,-0.337372,,,,0.010686,-0.00914,-0.008816,,,,,,,0.000422,-0.001804,0.023664,1,0.000013,-0.000011,-0.000011,,0.999954,0.009571,-0.000457,-0.000161,1.096834,-0.052159,-0.018925,1,-0.00033,0.00091,0.000313,0.999817,0.019142,-0.000917,-0.019142,0.999817,,,,,,,30.59,,,
46795,1269814,0.523457,-0.874002,9.582639,0.514074,-1.058128,-0.223152,,,,0.014088,-0.005457,-0.009792,,,,-0.194328,-0.221936,0.38577,0.001308,-0.002186,0.023957,1,0.000018,-0.000007,-0.000012,100248,0.999954,0.009589,-0.000464,-0.000174,1.0988,-0.052974,-0.020411,1,-0.000356,0.000925,0.000338,0.999816,0.019176,-0.000931,-0.019176,0.999816,,,,,,,30.59,,,
46796,1269839,0.848791,-0.778179,9.80005,0.839384,-0.967954,-0.003779,,,,0.034573,0.000393,-0.00321,,,,,,,0.002122,-0.001948,0.0245,1,0.000043,0,-0.000004,,0.999954,0.009631,-0.000464,-0.000178,1.103698,-0.052969,-0.020937,1,-0.000365,0.000924,0.000348,0.999815,0.019262,-0.000931,-0.019262,0.999814,,,,,,,30.59,,,
46797,1269864,0.236717,0.057673,10.274735,0.226872,-0.142644,0.486409,,,,0.045513,-0.005227,0.002963,,,,,,,0.000591,0.000141,0.025687,1,0.000057,-0.000007,0.000004,,0.999953,0.009688,-0.000471,-0.000175,1.110139,-0.053808,-0.020606,1,-0.00036,0.000939,0.000341,0.999812,0.019374,-0.000946,-0.019374,0.999812,,,,,,,30.59,,,
46798,1269889,0.750732,1.02213,10.046206,0.741797,0.825654,0.277202,,,,0.028092,0.005218,0.004526,,,,,,,0.001877,0.002554,0.025116,1,0.000035,0.000007,0.000006,,0.999953,0.009722,-0.000465,-0.00017,1.114108,-0.053134,-0.020011,1,-0.000349,0.000927,0.000331,0.999811,0.019444,-0.000934,-0.019443,0.999811,,,,,,,30.59,,,
46799,1269914,0.311445,2.257109,9.821934,0.303768,2.065046,0.076622,,,,0.011992,0.017964,0.010353,,,,-0.195301,-0.22144,0.383778,0.00078,0.005642,0.024555,1,0.000015,0.000022,0.000013,100250,0.999953,0.009737,-0.000444,-0.000158,1.11577,-0.05065,-0.018546,1,-0.000324,0.000884,0.000306,0.99981,0.019473,-0.00089,-0.019472,0.99981,,,,,,,30.59,,,
46800,1269939,-0.208385,0.380677,9.299839,-0.216313,0.199184,-0.482406,,,,0.00881,0.005703,0.006448,,,,,,,-0.000521,0.000951,0.02325,1,0.000011,0.000007,0.000008,,0.999952,0.009747,-0.000437,-0.00015,1.116976,-0.049912,-0.017675,1,-0.000308,0.000871,0.000291,0.99981,0.019494,-0.000877,-0.019493,0.99981,,,,,,,30.59,,,
46801,1269964,0.343371,1.213329,9.74492,0.335013,1.022923,-0.020687,,,,0.002807,-0.002362,0.004772,,,,,,,0.000858,0.003033,0.024362,1,0.000004,-0.000003,0.000006,,0.999952,0.00975,-0.000441,-0.000145,1.1173,-0.050347,-0.017112,1,-0.000299,0.000879,0.000281,0.99981,0.019499,-0.000884,-0.019499,0.99981,,,,,,,30.59,,,
46802,1269989,-0.264688,1.472559,9.993203,-0.272327,1.277442,0.232091,,,,0.001473,0.016353,0.00205,,,,,,,-0.000661,0.003681,0.024983,1,0.000002,0.00002,0.000003,,0.999952,0.009751,-0.000421,-0.000143,1.117457,-0.048071,-0.016841,1,-0.000294,0.000839,0.000278,0.99981,0.019502,-0.000845,-0.019502,0.99981,,,,,,,30.59,,,
46803,1270014,-0.793694,0.870274,9.664294,-0.801397,0.682562,-0.108992,,,,-0.013562,0.004559,-0.003797,,,,-0.194822,-0.220448,0.387243,-0.001984,0.002177,0.024161,1,-0.000017,0.000006,-0.000005,100256,0.999953,0.009734,-0.000416,-0.000148,1.11546,-0.047468,-0.01744,1,-0.000304,0.000828,0.000288,0.999811,0.019467,-0.000834,-0.019467,0.99981,,,,,,,30.6,,,
46804,1270039,-0.378808,1.393515,9.972027,-0.386824,1.19997,0.209137,,,,-0.013788,-0.002716,-0.00826,,,,,,,-0.000947,0.003485,0.02493,1,-0.000017,-0.000003,-0.00001,,0.999953,0.009716,-0.00042,-0.00016,1.113412,-0.047917,-0.018746,1,-0.000327,0.000836,0.000311,0.999811,0.019431,-0.000843,-0.019431,0.999811,,,,,,,30.6,,,
46805,1270064,-0.202135,0.584378,9.575205,-0.209411,0.400223,-0.203208,,,,-0.039946,0.012245,-0.014277,,,,,,,-0.000505,0.001463,0.023938,1,-0.00005,0.000015,-0.000018,,0.999953,0.009666,-0.000405,-0.000178,1.107638,-0.046184,-0.020824,1,-0.000363,0.000806,0.000348,0.999813,0.019331,-0.000813,-0.01933,0.999813,,,,,,,30.6,,,
46806,1270089,-0.997768,0.209346,9.18523,-1.005065,0.033727,-0.600962,,,,-0.032772,0.002105,-0.017345,,,,,,,-0.002494,0.000525,0.022963,1,-0.000041,0.000003,-0.000022,,0.999954,0.009624,-0.000402,-0.0002,1.102891,-0.045894,-0.02337,1,-0.000408,0.000801,0.000392,0.999815,0.019248,-0.000809,-0.019248,0.999815,,,,,,,30.6,,,
46807,1270114,-0.676372,-1.292362,9.500961,-0.685106,-1.473432,-0.31378,,,,-0.025032,-0.007786,-0.02331,,,,-0.195292,-0.221433,0.387243,-0.001692,-0.003229,0.023753,1,-0.000031,-0.00001,-0.000029,100250,0.999954,0.009593,-0.000412,-0.00023,1.099254,-0.047006,-0.026798,1,-0.000468,0.00082,0.000452,0.999816,0.019184,-0.000829,-0.019184,0.999816,,,,,,,30.59,,,
46808,1270139,-0.280081,-0.394389,10.087252,-0.289006,-0.5874,0.289883,,,,-0.005239,-0.006689,-0.011384,,,,,,,-0.000701,-0.000986,0.025218,1,-0.000007,-0.000008,-0.000014,,0.999954,0.009586,-0.000421,-0.000245,1.098451,-0.047993,-0.028515,1,-0.000498,0.000838,0.000482,0.999816,0.01917,-0.000847,-0.01917,0.999816,,,,,,,30.59,,,
46809,1270164,0.309587,-0.979239,9.872685,0.299961,-1.168915,0.064608,,,,0.009162,-0.014661,-0.008172,,,,,,,0.000773,-0.002449,0.024682,1,0.000011,-0.000018,-0.00001,,0.999954,0.009596,-0.00044,-0.000256,1.09969,-0.05015,-0.02984,1,-0.000521,0.000875,0.000504,0.999816,0.019192,-0.000885,-0.019192,0.999816,,,,,,,30.59,,,
46810,1270189,0.385037,0.494495,9.694033,0.376227,0.307766,-0.085619,,,,0.008027,-0.010036,-0.011531,,,,,,,0.000962,0.001236,0.024235,1,0.00001,-0.000013,-0.000014,,0.999954,0.009606,-0.000453,-0.000271,1.100787,-0.051616,-0.031587,0.999999,-0.000551,0.000901,0.000534,0.999815,0.019211,-0.000911,-0.019211,0.999815,,,,,,,30.59,,,
46811,1270214,0.531449,1.340972,9.566366,0.524022,1.156938,-0.196949,,,,-0.006323,0.010405,-0.014067,,,,-0.195312,-0.219455,0.388224,0.001329,0.003353,0.023916,1,-0.000008,0.000013,-0.000018,100248,0.999954,0.009598,-0.00044,-0.000289,1.099829,-0.050148,-0.033641,0.999999,-0.000587,0.000875,0.00057,0.999816,0.019194,-0.000886,-0.019194,0.999815,,,,,,,30.59,,,
